iteration,loss,policy_loss,soft_policy_loss,value_loss,policy_kl,policy_top1,value_acc,value_mae,target_entropy,pred_entropy,selfplay_entropy,black_win_rate,white_win_rate,draw_rate,avg_moves,replay,lr,grad_norm,iter_seconds,total_seconds,evaluated,eval_score,promoted,checkpoint
15,7.92878516515096,1.9506613782677082,2.821269442400801,0.23627397269010544,0.6256795690147154,0.6578899082568808,0.8743489583333334,0.30854472319285076,1.3249818137370117,2.0732476959097275,1.3877947354754983,0.671875,0.328125,0.0,16.328125,14725,2.8325317547305485e-05,14.339037418365479,293.705580545,2330.786347535,True,0.4375,False,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0015.pt
16,7.915601089596748,1.9487371213685958,2.8237251163094452,0.22788883885368705,0.6205305372707388,0.6584734799482536,0.879119873046875,0.2982642836868763,1.3282065778829353,2.064926386876783,1.355588362298262,0.734375,0.265625,0.0,17.15625,15823,2.8064876069297436e-05,14.594397336244583,146.46452983900053,2477.251274074,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0016.pt
17,7.878432778751149,1.9358784343062385,2.812631607016957,0.22639668163131266,0.6035597015001991,0.6564656222095949,0.8801125919117647,0.29524050302365246,1.332318727570856,2.0493590677604145,1.4211378058085553,0.640625,0.359375,0.0,14.359375,16742,2.7787298323670705e-05,14.485123185550465,129.13198026300051,2606.3836838370003,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0017.pt
18,7.853639629152086,1.931224187221229,2.807824885277088,0.21766393880049387,0.6016566949448784,0.6631338162409455,0.8859049479166666,0.2850438091490004,1.329567471279518,2.034070573469359,1.301804841628147,0.671875,0.328125,0.0,15.234375,17717,2.7493034542543768e-05,14.526841693454319,140.69695317199967,2747.0811237089997,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0018.pt
19,7.810532205983212,1.9128277276821217,2.7996471291082172,0.2125415664754416,0.5914268901188429,0.6718784088429932,0.8886975740131579,0.28005563820663254,1.3214008381527802,2.021999032183063,1.2192955584059337,0.671875,0.328125,0.0,14.625,18653,2.718256202284568e-05,14.640889067398874,132.08745940100016,2879.16899171,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0019.pt
20,7.804439890384674,1.9119737081297565,2.802270323637091,0.2054280608892441,0.5853053895461642,0.6729953404270116,0.8932861328125,0.2716761946678162,1.3266683253403606,2.0215025566509497,1.3692894116451038,0.734375,0.265625,0.0,14.859375,19604,2.6856384352138764e-05,14.570388770103454,237.8835276359996,3117.0529399460006,True,0.4375,False,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0020.pt
21,7.805778060640607,1.917379458566659,2.8063818984515954,0.19382752761954353,0.5865910580015725,0.6702591906902936,0.8988560267857143,0.2582528023492722,1.330788390231618,2.0093489219369287,1.411975060815307,0.734375,0.265625,0.0,15.296875,20583,2.6515030591797683e-05,15.019356636773972,127.88779198700013,3244.941334533,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0021.pt
22,7.777750416235491,1.9111009005075033,2.8019010411964156,0.1861566799608144,0.5832144845090712,0.6741409802930773,0.9045188210227273,0.2487747384743257,1.3278864075087609,2.0017450617653605,1.258122692665236,0.71875,0.28125,0.0,16.421875,21634,2.6159054418869996e-05,14.820859605615789,137.6173470800004,3382.559163413,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0022.pt
23,7.783606093862782,1.911206496001039,2.802355264951735,0.19053330725949744,0.5824257414972607,0.6710780759004109,0.9014096467391305,0.25219273340442905,1.32878075461904,2.00631293130722,1.4421885838612125,0.640625,0.359375,0.0,17.4375,22750,2.578903322800994e-05,15.096281196760094,193.94614684800035,3576.505807661,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0023.pt
24,7.80853071808815,1.918421651927368,2.8128370244070395,0.18887780296305814,0.5877856590870202,0.6697072917268057,0.9027913411458334,0.25206118697921437,1.3306359802421952,2.0058369220566044,1.418261397427898,0.640625,0.359375,0.0,16.078125,23779,2.5405567194942216e-05,15.207906067371368,179.3545554579996,3755.860849319,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0024.pt
25,7.798272018432617,1.913121270074667,2.812076192480506,0.18631095319986343,0.581038944876065,0.6750485706355814,0.90486328125,0.24899428725242614,1.3320823234880497,1.9916275688783347,1.2203875600872072,0.640625,0.359375,0.0,14.90625,24733,2.5009278302974738e-05,15.168450508117676,247.36756702300045,4003.228816542,True,0.625,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0025.pt
26,7.815882820349473,1.9157400348820248,2.8199868552372043,0.18453090380017573,0.578384507651337,0.6723079387112274,0.9047288161057693,0.2467270350226989,1.337355515762259,1.996680342032889,1.3921642609577902,0.640625,0.359375,0.0,15.28125,25711,2.4600809334139446e-05,15.406714255993183,156.83389300900035,4160.063130651,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0026.pt
27,7.808989171628599,1.9123801206025557,2.8176760116317774,0.18581530727722026,0.5741987474316745,0.6795761970889266,0.9031575520833334,0.2481777176812843,1.3381813653474457,1.9926614424319435,1.321045421894893,0.671875,0.328125,0.0,16.046875,26738,2.4180822826597513e-05,15.419817059128373,154.43181298200034,4314.4954138329995,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0027.pt
28,7.815905553953988,1.914874224239299,2.818572244987874,0.1896603134061609,0.5783253663187703,0.6743447180301827,0.9019949776785714,0.2529642685715641,1.3365488630305973,1.99069395564893,1.3494740915952383,0.640625,0.359375,0.0,18.0625,27894,2.375e-05,15.792071563856942,183.13833128500028,4497.634192018,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0028.pt
29,7.81582733680462,1.913034095532245,2.821643800258797,0.18573785598935752,0.5731533562608879,0.6786934141530765,0.9040948275862069,0.2497569402230197,1.3398807185744634,1.9831117198839672,1.365438520393312,0.71875,0.28125,0.0,15.5625,28890,2.3309039650547107e-05,15.854026334039096,139.62088303900055,4637.255501756999,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0029.pt
30,7.829963723818461,1.9146466445523547,2.8274723123411545,0.18638064265251159,0.5727879707966884,0.6834147476157246,0.90419921875,0.24959062337875365,1.3418586835331017,1.981125569210465,1.4087853712718499,0.671875,0.328125,0.0,16.46875,29944,2.2858657017538177e-05,15.964669720331829,275.45543698799975,4912.711381845,True,0.5625,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0030.pt
31,7.818973756605579,1.914159822848622,2.8224882051442024,0.18639503996218404,0.5739954505549701,0.6822135099815241,0.9045646421370968,0.2475380678811381,1.3401643776817334,1.9807706698597345,1.234780641424065,0.609375,0.390625,0.0,15.796875,30955,2.239958262325094e-05,15.932413485742384,153.55935238599977,5066.271233731,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0031.pt
32,7.7960836961865425,1.908880450016383,2.816332685159912,0.18300420022569597,0.5731021695227024,0.6814051031108004,0.90606689453125,0.24654646730050445,1.3357782759988528,1.9717514095857234,1.2488497348510488,0.71875,0.28125,0.0,16.390625,32004,2.1932561088031694e-05,15.989248812198639,173.9608338549997,5240.232547386,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0032.pt
33,7.792765162207863,1.9066313559006258,2.8161206795239457,0.18310768992611856,0.5668373031415179,0.6828320378506252,0.9062795928030303,0.24628126937331576,1.3397940612898842,1.9739088766244104,1.3255084376451594,0.71875,0.28125,0.0,15.359375,32987,2.1458349922518408e-05,15.73409094954982,174.5121107320001,5414.745237417999,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0033.pt
34,7.797897051362431,1.904277907065548,2.820688198521791,0.18020215389483116,0.5643994260190868,0.6839582052858021,0.9079015395220589,0.24139971724327872,1.3398784603600715,1.9688842564473215,1.3842258397039768,0.71875,0.28125,0.0,15.390625,33972,2.097771829895566e-05,16.061306644888486,169.36787112399998,5584.113557142,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0034.pt
35,7.798906530652728,1.9084177333179753,2.8214720524101797,0.17757403680256434,0.5707252093651181,0.6800382805646383,0.9100167410714286,0.23859095254114696,1.3376925354968305,1.9651609623590929,1.1750689166913164,0.734375,0.265625,0.0,14.984375,34931,2.0491445803594473e-05,16.149339389801025,245.22324019500047,5829.337346937,True,0.5625,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0035.pt
36,7.815754605664147,1.9125804127610015,2.829487803075605,0.1761367886016766,0.5698206039551252,0.6837656546857431,0.9101155598958334,0.23755751736462116,1.3427598027046679,1.9763682215133629,1.5323583577847857,0.734375,0.265625,0.0,16.953125,36016,2.0000321172200558e-05,16.269590775171917,197.86884284100051,6027.206717978001,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0036.pt
37,7.812881037995622,1.9123837290549666,2.8299494707109845,0.17255962277586395,0.5677782488679031,0.6844466224366706,0.9126900337837838,0.2324640682420215,1.344605466604808,1.9725138796819206,1.4107911203558834,0.703125,0.296875,0.0,16.328125,37061,1.9505141010722003e-05,16.24603119411984,150.78285708900057,6177.990039867,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0037.pt
38,7.83667296484897,1.9179302048869602,2.8366483027305085,0.175075435520787,0.5713277573916192,0.6822937699621866,0.9114412006578947,0.23417359472889648,1.3466024350137926,1.9730841511036972,1.3709353068890162,0.6875,0.3125,0.0,16.84375,38139,1.9006708503191538e-05,16.301361083984375,167.80424327699984,6345.794714444,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0038.pt
39,7.835687930767353,1.9206926013568624,2.8379141577390063,0.1718450230665696,0.5719294349714844,0.6845812772652506,0.9135366586538461,0.23181636879841486,1.348763190347869,1.9727786561070717,1.3951777260047775,0.671875,0.328125,0.0,14.921875,39094,1.850583210895908e-05,16.517321280944042,157.15436846199918,6502.949505405999,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0039.pt
40,7.83032905459404,1.917791212976006,2.8355256897066994,0.17447971906512977,0.5715370465923334,0.6824793330775402,0.91248779296875,0.2335752857849002,1.3462541528988725,1.968495613401222,1.2955269764913748,0.59375,0.40625,0.0,16.0625,40122,1.800332425136769e-05,16.40428134202957,326.06012293300046,6829.010081839,True,0.4375,False,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0040.pt
41,7.817557138204575,1.9131097239799695,2.833284117315515,0.17058964241296054,0.5659920858344587,0.6822387486470445,0.9140625,0.2298378000035882,1.3471176348636238,1.9616388284703472,1.235690312042633,0.609375,0.390625,0.0,12.421875,40917,1.7500000000000002e-05,16.20400149822235,128.65346273499927,6957.663943874,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0041.pt
42,7.82898126244545,1.9141043876822588,2.838299920936783,0.17112226858735086,0.564264699828681,0.6867726716756946,0.9133056640625,0.23079197965562342,1.3498397089771388,1.9691540874594182,1.4408870650464922,0.578125,0.421875,0.0,17.46875,42035,1.6996675748632314e-05,16.157210171222687,214.69977374599875,7172.364248620001,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0042.pt
43,7.854627496004104,1.9211264364336806,2.8465774519813607,0.1729359110817313,0.5695965359925765,0.6891217042081369,0.91253662109375,0.2325070330873132,1.351529890549668,1.9677774415000355,1.3787636975544904,0.640625,0.359375,0.0,18.125,43195,1.649416789104093e-05,16.812516820430755,206.01847990600072,7378.3832335259995,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0043.pt
44,7.8460411608219145,1.9210121776473572,2.844280111098188,0.17005929443985224,0.5707601966283844,0.6846266881253936,0.91436767578125,0.22914439495652913,1.3502519717577515,1.9662634816132034,1.4347068417685542,0.703125,0.296875,0.0,15.984375,44218,1.5993291496808463e-05,16.834789180755614,182.80998580199957,7561.193645527999,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0044.pt
45,7.866803860664367,1.9282327791861624,2.8514202448716666,0.17030442096292972,0.5749190757344167,0.684845105760184,0.91358642578125,0.23009350281208754,1.353313695642098,1.9728037120157964,1.4355273648978961,0.671875,0.3125,0.015625,17.328125,45327,1.5494858989277997e-05,16.824339616298676,285.4199030489999,7846.614058277,True,0.5,False,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0045.pt
46,7.889495235681534,1.9351158913657003,2.858986298412408,0.16987535767257214,0.5812937288666091,0.6831175177131689,0.913623046875,0.2296091079711914,1.3538221727677913,1.9817334766026122,1.343202319761788,0.6875,0.3125,0.0,17.578125,46452,1.4999678827799446e-05,17.06414602994919,202.2260464430001,8048.840512945,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0046.pt
47,7.875327628850937,1.9276061502444937,2.857450650927989,0.16793575938791036,0.5778127227757647,0.6817133673398086,0.91522216796875,0.22660002019256353,1.349793437724926,1.9734082039351666,1.372843841082984,0.734375,0.265625,0.0,15.90625,47470,1.4508554196405534e-05,17.098100697994234,190.7166019159995,8239.557659603,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0047.pt
48,7.898003125190735,1.9356256346966716,2.8622938738487647,0.17084488924592733,0.5804372166750476,0.6789726003429332,0.914111328125,0.22935009505599738,1.3551884257660356,1.9735807563933447,1.4104092493519285,0.703125,0.296875,0.0,16.921875,48553,1.4022281701044343e-05,17.381652462482453,189.6124433010009,8429.170558603999,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0048.pt
49,7.914547646045685,1.9403672601679156,2.870038541909031,0.16895725950598717,0.5813705636269207,0.6823459258479778,0.9151123046875,0.22906043268740178,1.3589966991941322,1.9848700689497571,1.4023025609178745,0.71875,0.28125,0.0,15.34375,49535,1.3541650077481596e-05,17.45892789363861,139.26233694000075,8568.433333044,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0049.pt
50,7.9158413171768185,1.9391297828969114,2.8717622316145657,0.16709676776081323,0.5802854976280974,0.6799105426844183,0.916259765625,0.2264204893261194,1.3588442808844348,1.9779484893231163,1.4925102540016857,0.65625,0.34375,0.0,14.921875,50490,1.3067438911968306e-05,17.157787787914277,287.24188878199857,8855.675708626,True,0.375,False,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0050.pt
51,7.909145390987396,1.9383408736347436,2.86833514075832,0.168379070982337,0.577959165306312,0.6821773178576422,0.91607666015625,0.22671714052557945,1.3603816996786315,1.980361343113597,1.3425556396856249,0.8125,0.1875,0.0,15.984375,51513,1.2600417376749064e-05,17.241141724586488,170.67167305400108,9026.34779028,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0051.pt
52,7.918175131082535,1.9427917465957694,2.8703680610800264,0.1677287794649601,0.5825917430803019,0.6797214055718885,0.915673828125,0.22610730938613416,1.3602000226931763,1.9821901016086485,1.3727538732615452,0.6875,0.3125,0.0,17.25,52617,1.2141342982461821e-05,17.378208541870116,200.86974979200022,9227.218018571999,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0052.pt
53,7.931744241714478,1.9428375692993363,2.875624342002791,0.17170043028891085,0.5856212608741106,0.6823657118845857,0.91434326171875,0.2292587270960212,1.3572163173185443,1.9829350826336027,1.4934356740449966,0.640625,0.359375,0.0,18.265625,53786,1.1690960349452893e-05,17.79576449394226,183.7686606369989,9410.987137308999,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0053.pt
54,7.9359964549541475,1.946487698544607,2.876355978582092,0.1703470094129443,0.5828110849075053,0.6818309562284831,0.91522216796875,0.22802835889160633,1.3636766054185872,1.9844310010408373,1.4557296640191009,0.59375,0.40625,0.0,15.296875,54765,1.1250000000000002e-05,17.631660425662993,170.91860872299912,9581.906183432,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0054.pt
55,7.948288404941559,1.9504774422592086,2.881128161780006,0.16953948121517898,0.5841304734845434,0.6822292323869611,0.915478515625,0.22738697268068792,1.3663469706800082,1.988730385505731,1.2964042602933428,0.640625,0.359375,0.0,15.53125,55759,1.0819177173402486e-05,17.814189040660857,236.65728048100027,9818.563951613,True,0.5,False,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0055.pt
56,7.9659459233284,1.9533582135257308,2.8861170547956574,0.17360925171524286,0.5878475450480724,0.6833596907397645,0.91396484375,0.23128380477428437,1.365510638366368,1.9901697216669048,1.4373490171476386,0.6875,0.3125,0.0,16.28125,56801,1.0399190665860555e-05,17.851336932182313,197.32881238699883,10015.8931848,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v4-student-3080/gomoku10_iter_0056.pt
