iteration,loss,policy_loss,soft_policy_loss,value_loss,policy_kl,policy_top1,value_acc,value_mae,target_entropy,pred_entropy,selfplay_entropy,black_win_rate,white_win_rate,draw_rate,avg_moves,replay,lr,grad_norm,iter_seconds,total_seconds,evaluated,eval_score,promoted,checkpoint
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7129754722761041,0.5546875,0.38671875,0.05859375,26.3515625,6746,3.3951957424413324e-05,0.0,332.31425563000084,332.314254130004,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v6-tiny-3080/gomoku10_iter_0096.pt
97,13.371915303743803,1.4104391671899181,1.9453180563516952,0.3131169860179608,0.5195701762621917,0.6664605108541035,0.7484975961538461,0.43386685045865864,0.8908690009085276,1.3275126815026541,0.6783226567220316,0.5859375,0.375,0.0390625,23.55078125,12775,3.307722202176417e-05,14.339409791506254,300.10813706599583,632.4251409959979,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v6-tiny-3080/gomoku10_iter_0097.pt
98,13.71976109554893,1.4348637686048813,1.9968469882694053,0.329158877855853,0.4985826711374022,0.6675715800636267,0.7377415707236842,0.4514568628449189,0.936281119143849,1.4400614395273073,0.8454537243807974,0.56640625,0.41015625,0.0234375,23.890625,18891,3.2213216648906034e-05,11.123795258371453,311.0267778540001,943.4524637499999,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v6-tiny-3080/gomoku10_iter_0098.pt
99,13.43562916914622,1.4091267572835555,1.9536883916616479,0.3308945670723915,0.48194494380524566,0.6786445227310854,0.7423502604166666,0.4519427437335253,0.9271818316816743,1.415731784661851,0.708535044188054,0.61328125,0.359375,0.02734375,22.1484375,24561,3.136036419035657e-05,10.573538959026337,298.7793702780036,1242.237791328007,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v6-tiny-3080/gomoku10_iter_0099.pt
100,13.43144541402017,1.4160218016646486,1.9531053990166802,0.32093456339451576,0.47543251862228203,0.677303394201464,0.7422977570564516,0.43999444573156293,0.940589274156556,1.4202113962809426,0.7769588355198829,0.5078125,0.4375,0.0546875,26.64453125,31382,3.051908207187705e-05,10.153344846540882,545.2902455860021,1787.5285579140036,True,0.4791666666666667,False,alphazero_gomoku/outputs/checkpoints/v6-tiny-3080/gomoku10_iter_0100.pt
101,13.413747091551084,1.4193663789910862,1.9506858542131784,0.3117292446864618,0.4711416716069293,0.6767042711031123,0.7468392852429593,0.4293054511418214,0.9482247089553165,1.4273420986224559,0.750325694665674,0.59375,0.359375,0.046875,23.70703125,37451,2.9689782056164877e-05,10.201942198985332,300.83812360199227,2088.372763616004,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v6-tiny-3080/gomoku10_iter_0101.pt
102,13.453419663185297,1.4286236753847972,1.9557794597344014,0.31043277161065924,0.469450621024273,0.6737923637116351,0.7489439018850783,0.4265545336313026,0.9591730558399567,1.4364774581331279,0.7733913161985547,0.609375,0.34375,0.046875,25.26171875,43918,2.8872870041317573e-05,10.065748114918554,355.2454160509951,2443.618717467005,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v6-tiny-3080/gomoku10_iter_0102.pt
103,13.366618452072144,1.4200709929157795,1.9429653368283868,0.3092433339357376,0.4613303792836219,0.6721218779282044,0.7483104808781593,0.4234550154209137,0.9587406240103453,1.430036583078971,0.7441819394570459,0.625,0.33203125,0.04296875,24.609375,50218,2.806874586216742e-05,9.893884811401367,339.4136919989978,2783.0370845660073,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v6-tiny-3080/gomoku10_iter_0103.pt
104,13.379056104591914,1.4208956599670926,1.945019403364905,0.3104427113596882,0.46017093235817114,0.6709012429443779,0.748295286095464,0.4246270749717951,0.9607247209236088,1.4352328010973945,0.7841969135491303,0.59375,0.3671875,0.0390625,24.875,56586,2.727780309458361e-05,9.850199035235814,350.76634191900666,3133.8040950849972,False,1.0,True,alphazero_gomoku/outputs/checkpoints/v6-tiny-3080/gomoku10_iter_0104.pt
105,13.376871908864667,1.4223890282156033,1.9448316424424277,0.30713167281881454,0.4592118740236308,0.6724290664651781,0.7489032583269668,0.4203584593149923,0.9631771542793273,1.4342169789968406,0.7592467912839885,0.66015625,0.28515625,0.0546875,24.33984375,62817,2.6500428862837882e-05,9.833247538535826,565.6558698290028,3699.467332514003,True,0.5,False,alphazero_gomoku/outputs/checkpoints/v6-tiny-3080/gomoku10_iter_0105.pt
